tweet_id,retweet_count,favorite_count
831322785565769729,1530,9167
831315979191906304,1105,6460
831309418084069378,2421,11618
831262627380748289,2005,11749
830956169170665475,1469,7882
830583320585068544,16443,65943
830173239259324417,5589,0
830097400375152640,2882,9662
829878982036299777,4917,0
829861396166877184,1908,12096
829501995190984704,10422,31345
829449946868879360,1976,10346
829141528400556032,7200,24099
829011960981237760,16053,52603
828801551087042563,3370,0
828770345708580865,5750,25294
828708714936930305,10991,36064
828650029636317184,1316,9395
828409743546925057,1149,6284
828408677031882754,1265,7595
828381636999917570,2182,12448
828376505180889089,1051,7291
828372645993398273,2884,12435
828361771580813312,172,2163
828046555563323392,2828,11625
828011680017821696,2121,10244
827933404142436356,5154,19880
827653905312006145,2978,15333
827600520311402496,929,7391
827324948884643840,2994,15686
827199976799354881,2191,10477
826958653328592898,4917,21347
826848821049180160,9999,35931
826615380357632002,3935,0
826598799820865537,247,5077
826598365270007810,2309,9925
826476773533745153,4126,18221
826240494070030336,2571,13149
826204788643753985,910,4830
826115272272650244,3059,15499
825876512159186944,1841,10373
825829644528148480,2457,12631
825535076884762624,17330,56376
825147591692263424,4477,18133
825120256414846976,1236,0
825026590719483904,1236,6232
824796380199809024,5431,0
824775126675836928,3463,14775
824663926340194305,1752,10430
824325613288833024,10425,11724
824297048279236611,3812,14938
824025158776213504,593,4789
823939628516474880,2669,10538
823719002937630720,11032,0
823699002998870016,2491,13860
823581115634085888,2596,12914
823333489516937216,23,696
823322678127919110,3969,15616
823269594223824897,9771,0
822975315408461824,3404,17193
822872901745569793,42658,130477
822859134160621569,2244,13147
822647212903690241,6342,0
822610361945911296,2925,14695
822489057087389700,6342,18004
822462944365645825,14091,27741
822244816520155136,9771,34690
822163064745328640,4707,0
821886076407029760,2281,11245
821813639212650496,3345,0
821765923262631936,1637,8346
821522889702862852,1736,7976
821421320206483457,5515,0
821407182352777218,4294,11670
821153421864615936,10,256
821149554670182400,1950,8574
821107785811234820,2117,9538
821044531881721856,2253,12588
820837357901512704,6652,0
820749716845686786,9775,31349
820690176645140481,3200,12142
820494788566847489,560,0
820446719150292993,2547,0
820314633777061888,560,3326
820078625395449857,6222,19693
820013781606658049,1164,0
819952236453363712,1164,5294
819924195358416896,4841,12839
819711362133872643,3079,13287
819588359383371776,1975,9594
819347104292290561,1192,7178
819238181065359361,404,2248
819227688460238848,6652,22945
819015337530290176,36581,0
819015331746349057,18839,0
819006400881917954,18839,45084
819004803107983360,36581,86540
818646164899774465,20793,0
818627210458333184,7482,22286
818614493328580609,2529,9782
818588835076603904,6071,0
818536468981415936,2430,10819
818307523543449600,7997,0
818259473185828864,2239,10957
818145370475810820,2547,12196
817908911860748288,796,4820
817827839487737858,26858,51360
817777686764523521,2664,10701
817536400337801217,2936,11720
817502432452313088,3358,0
817423860136083457,14567,33626
817415592588222464,938,5565
817181837579653120,8408,0
817171292965273600,2007,8719
817120970343411712,2580,12166
817056546584727552,1633,8546
816829038950027264,4689,0
816816676327063552,2029,9959
816697700272001025,2166,9726
816450570814898180,7997,30299
816336735214911488,1933,8570
816091915477250048,2122,8895
816062466425819140,1012,0
816014286006976512,5227,0
815990720817401858,1012,4924
815966073409433600,8408,22297
815745968457060357,4103,0
815736392542261248,2244,9812
815639385530101762,1642,8202
815390420867969024,3789,10325
814986499976527872,1272,7629
814638523311648768,2686,11216
814578408554463233,5802,0
814530161257443328,1850,8607
814153002265309185,8626,28678
813944609378369540,3174,0
813910438903693312,1856,9278
813812741911748608,13900,36328
813800681631023104,1746,8291
813217897535406080,7261,18613
813202720496779264,1811,9214
813187593374461952,4332,19805
813172488309972993,1913,9249
813157409116065792,2198,7762
813142292504645637,2373,8465
813130366689148928,446,4474
813127251579564032,3117,11802
813112105746448384,2725,10282
813096984823349248,3619,10562
813081950185472002,2774,9874
813066809284972545,1951,7929
813051746834595840,7334,20945
812781120811126785,1899,7553
812709060537683968,1436,6600
812503143955202048,1213,6051
812466873996607488,1929,7953
812372279581671427,3649,13635
811985624773361665,1397,7255
811744202451197953,1586,7526
811647686436880384,740,5597
811627233043480576,3072,12752
811386762094317568,6372,20885
810984652412424192,1436,5316
810896069567610880,1760,8986
810657578271330305,2634,10949
810284430598270976,11204,35144
810254108431155201,3370,14660
809920764300447744,3935,15543
809808892968534016,4877,0
809448704142938112,1466,6929
809220051211603969,5589,19901
809084759137812480,3523,13211
808838249661788160,3031,10119
808733504066486276,2157,7884
808501579447930884,2596,11302
808344865868283904,20793,42518
808134635716833280,5895,0
808106460588765185,2212,8799
808001312164028416,3534,12521
807621403335917568,3608,14578
807106840509214720,55190,118113
807059379405148160,7325,0
807010152071229440,3862,13078
806629075125202948,34552,74570
806620845233815552,5526,0
806576416489959424,1955,4886
806542213899489280,2356,10215
806242860592926720,11591,0
806219024703037440,1194,6441
805958939288408065,5359,0
805932879469572096,1923,8277
805826884734976000,1819,6548
805823200554876929,7996,0
805520635690676224,1657,5751
805487436403003392,2532,8798
805207613751304193,1714,7835
804738756058218496,3817,13707
804475857670639616,2010,6126
804413760345620481,3236,0
804026241225523202,16086,44396
803773340896923648,2744,10063
803692223237865472,7428,0
803638050916102144,4148,10951
803380650405482500,1875,7762
803321560782307329,5321,0
803276597545603072,2452,10022
802952499103731712,1996,9014
802624713319034886,2915,0
802600418706604034,1467,7098
802572683846291456,2502,8941
802323869084381190,5818,16183
802265048156610565,1375,6754
802239329049477120,2625,9078
802185808107208704,273,0
801958328846974976,1721,7750
801854953262350336,236,1791
801538201127157760,2063,8229
801285448605831168,817,6054
801167903437357056,5895,24471
801127390143516673,3953,0
801115127852503040,2105,8070
800859414831898624,98,688
800855607700029440,1613,0
800751577355128832,2796,10573
800513324630806528,2985,13137
800459316964663297,2175,9504
800443802682937345,4320,0
800388270626521089,2807,11154
800188575492947969,3940,0
800141422401830912,2547,15278
800018252395122689,13135,28362
799774291445383169,4679,0
799757965289017345,2168,8393
799422933579902976,1927,8064
799308762079035393,5453,0
799297110730567681,2753,9874
799063482566066176,2477,8080
798933969379225600,4449,13077
798925684722855936,1440,7509
798705661114773508,6635,0
798701998996647937,7767,0
798697898615730177,6516,0
798694562394996736,4940,0
798686750113755136,2333,0
798682547630837760,4742,0
798673117451325440,5548,0
798665375516884993,3901,0
798644042770751489,1853,0
798628517273620480,1975,0
798585098161549313,5673,0
798576900688019456,5832,0
798340744599797760,3332,0
798209839306514432,2561,10424
797971864723324932,3106,11581
797545162159308800,4870,14553
797236660651966464,6562,19959
797165961484890113,26,225
796904159865868288,8911,0
796865951799083009,1925,7675
796759840936919040,3026,11816
796563435802726400,7246,0
796484825502875648,1757,7576
796387464403357696,4130,10994
796177847564038144,14253,0
796149749086875649,14253,32233
796125600683540480,1805,4976
796116448414461957,2409,9095
796080075804475393,2303,8460
796031486298386433,3717,10797
795464331001561088,23520,49556
795400264262053889,2862,10044
795076730285391872,5431,16201
794983741416415232,3364,0
794926597468000259,2306,10240
794355576146903043,10255,0
794332329137291264,2682,9596
794205286408003585,3314,9229
793962221541933056,4877,16824
793845145112371200,1857,9210
793614319594401792,3125,0
793601777308463104,1615,7977
793500921481273345,2367,10671
793286476301799424,9149,24585
793271401113350145,2389,8701
793256262322548741,8323,19987
793241302385262592,3291,10508
793226087023144960,2882,9820
793210959003287553,2790,8922
793195938047070209,5619,15249
793180763617361921,1997,6932
793165685325201412,2781,9380
793150605191548928,1703,6177
793135492858580992,2494,6406
793120401413079041,3921,12649
792913359805018113,3972,14325
792883833364439040,4263,11303
792773781206999040,1676,7354
792394556390137856,4287,13417
792050063153438720,1789,7143
791821351946420224,21059,0
791784077045166082,9537,0
791780927877898241,3812,0
791774931465953280,22136,45092
791672322847637504,3125,11742
791406955684368384,4103,13148
791312159183634433,2528,8756
791026214425268224,4085,0
790987426131050500,2132,9813
790946055508652032,4689,16654
790723298204217344,2303,0
790698755171364864,1923,8209
790581949425475584,7117,20650
790337589677002753,1878,7810
790277117346975746,3174,12549
790227638568808452,3557,0
789986466051088384,2303,9236
789960241177853952,4109,0
789903600034189313,4125,10334
789628658055020548,1763,7483
789599242079838210,1922,6736
789530877013393408,3364,11713
789314372632018944,2293,8644
789280767834746880,4911,0
789268448748703744,2602,9117
789137962068021249,2784,9710
788908386943430656,12452,27414
788765914992902144,10255,27302
788552643979468800,7148,0
788412144018661376,5250,15528
788178268662984705,2095,7224
788150585577050112,1276,6107
788070120937619456,3427,0
788039637453406209,1310,6118
787810552592695296,3041,8608
787717603741622272,2766,10254
787397959788929025,2839,10860
787322443945877504,1736,7756
787111942498508800,6724,0
786963064373534720,7953,26626
786729988674449408,2420,0
786709082849828864,6094,18192
786664955043049472,2534,10561
786595970293370880,3116,9433
786363235746385920,3482,10859
786286427768250368,2820,7959
786233965241827333,4707,15207
786051337297522688,154,1423
786036967502913536,6980,0
785927819176054784,3166,11363
785872687017132033,1801,6682
785639753186217984,2231,7836
785533386513321988,1987,9081
785515384317313025,1253,6108
785264754247995392,1617,7244
785170936622350336,4801,11989
784826020293709826,3236,10086
784517518371221505,2521,8942
784431430411685888,1265,5699
784183165795655680,7996,20000
784057939640352768,11032,29674
783839966405230592,10717,29925
783821107061198850,1958,7338
783695101801398276,3191,10438
783466772167098368,2229,8422
783391753726550016,5434,16823
783347506784731136,5505,0
783334639985389568,11591,29024
783085703974514689,2190,8131
782969140009107456,7325,24029
782747134529531904,1403,7437
782722598790725632,5359,17198
782598640137187329,1869,7755
782305867769217024,5515,16572
782021823840026624,6150,0
781955203444699136,3346,11087
781661882474196992,2701,10384
781655249211752448,1124,3972
781524693396357120,5526,20660
781308096455073793,2538,7115
781251288990355457,2067,8390
781163403222056960,2734,9758
780931614150983680,7246,21528
780858289093574656,1995,7154
780800785462489090,1293,5454
780601303617732608,3345,12042
780543529827336192,1738,6268
780496263422808064,3653,0
780476555013349377,112,0
780459368902959104,1070,5268
780192070812196864,2226,8666
780092040432480260,2285,0
780074436359819264,4914,12099
779834332596887552,6980,18768
779377524342161408,3092,8733
779124354206535695,18111,0
779056095788752897,4498,14657
778990705243029504,7134,19827
778774459159379968,9787,0
778764940568104960,360,861
778748913645780993,1296,6847
778650543019483137,1484,5721
778624900596654080,1003,4605
778408200802557953,4279,13537
778396591732486144,12095,0
778383385161035776,1092,5791
778286810187399168,3257,10298
778039087836069888,2614,8446
778027034220126208,1591,6509
777953400541634568,3494,0
777885040357281792,1615,6304
777684233540206592,2915,11147
777641927919427584,4193,0
777621514455814149,2481,8666
777189768882946048,4268,14157
776819012571455488,13539,0
776813020089548800,1197,4840
776477788987613185,2746,8761
776249906839351296,9008,0
776218204058357768,15674,29647
776201521193218049,2498,9537
776113305656188928,4320,11672
776088319444877312,151,1822
775898661951791106,16346,0
775842724423557120,2628,11622
775733305207554048,3953,13769
775729183532220416,4549,12900
775364825476165632,2927,7330
775350846108426240,3868,10088
775085132600442880,4679,15426
774757898236878852,1770,8535
774639387460112384,1710,6674
774314403806253056,5453,21586
773985732834758656,3819,10644
773922284943896577,1736,6342
773704687002451968,1610,6534
773670353721753600,1297,5307
773547596996571136,6071,21936
773336787167145985,5002,0
773308824254029826,7399,23099
773247561583001600,3224,9387
773191612633579521,4070,9900
772877495989305348,3828,8471
772826264096874500,2326,7967
772615324260794368,3345,0
772581559778025472,1682,6425
772193107915964416,1369,5981
772152991789019136,1120,3767
772117678702071809,732,3743
772114945936949249,464,2701
772102971039580160,933,3960
771908950375665664,1874,6518
771770456517009408,3332,11889
771500966810099713,2578,8184
771380798096281600,5002,10372
771171053431250945,7350,0
771136648247640064,2887,9061
771102124360998913,1421,6175
771014301343748096,1636,6811
770787852854652928,1188,4884
770772759874076672,1402,5127
770655142660169732,1750,7268
770414278348247044,2075,6274
770293558247038976,1451,6162
770093767776997377,3007,0
770069151037685760,2270,7518
769940425801170949,9422,30996
769695466921623552,1663,6353
769335591808995329,7630,0
769212283578875904,1693,5339
768970937022709760,6413,14197
768909767477751808,2628,0
768855141948723200,873,4146
768609597686943744,1177,4069
768596291618299904,1268,4989
768554158521745409,5751,0
768473857036525572,3364,13488
768193404517830656,3494,10745
767884188863397888,1362,4699
767754930266464257,5321,15838
767500508068192258,2313,7419
767191397493538821,3705,12177
767122157629476866,2817,10075
766864461642756096,5552,0
766793450729734144,1340,4992
766714921925144576,374,2590
766693177336135680,783,3968
766423258543644672,1562,5930
766313316352462849,1865,6706
766078092750233600,2582,0
766069199026450432,841,4177
766008592277377025,491,3696
765719909049503744,2128,7145
765669560888528897,1213,5129
765395769549590528,3345,26343
765371061932261376,2138,6985
765222098633691136,3345,11497
764857477905154048,1757,6374
764259802650378240,1480,5948
763956972077010945,54,755
763837565564780549,4085,12414
763183847194451968,1448,5317
763167063695355904,2954,0
763103485927849985,2269,7285
762699858130116608,3557,11980
762471784394268675,6312,11084
762464539388485633,4109,10167
762316489655476224,1100,4742
762035686371364864,15302,31452
761976711479193600,1977,5332
761750502866649088,3849,0
761745352076779520,852,4219
761672994376806400,28602,48832
761599872357261312,1179,4079
761371037149827077,17770,0
761334018830917632,1429,5136
761292947749015552,1071,4432
761227390836215808,1541,5259
761004547850530816,3427,11184
760893934457552897,957,3768
760656994973933572,1880,6504
760641137271070720,1276,4919
760539183865880579,3556,7466
760521673607086080,1369,4160
760290219849637889,11267,26443
760252756032651264,855,3903
760190180481531904,1765,5620
760153949710192640,30,0
759943073749200896,2042,5876
759923798737051648,5552,14498
759846353224826880,1931,6647
759793422261743616,1873,5870
759557299618865152,1167,4623
759447681597108224,2420,8366
759446261539934208,478,1649
759197388317847553,1912,5993
759159934323924993,1135,0
759099523532779520,4084,14311
759047813560868866,1974,6404
758854675097526272,884,3503
758828659922702336,3775,11055
758740312047005698,1591,5663
758474966123810816,984,3747
758467244762497024,2177,4728
758405701903519748,1875,5139
758355060040593408,1040,3340
758099635764359168,9787,18786
758041019896193024,367,2661
757741869644341248,3192,6779
757729163776290825,7756,0
757725642876129280,1190,4477
757611664640446465,1086,4498
757597904299253760,295,0
757596066325864448,1037,4261
757400162377592832,6717,14909
757393109802180609,1703,5722
757354760399941633,1395,4459
756998049151549440,1951,6182
756939218950160384,1968,6546
756651752796094464,1274,4967
756526248105566208,3505,10252
756303284449767430,1089,3874
756288534030475264,17360,43363
756275833623502848,1502,6308
755955933503782912,2821,7200
755206590534418437,5256,16171
755110668769038337,10884,20874
754874841593970688,7749,0
754856583969079297,2465,6804
754747087846248448,511,2547
754482103782404096,1918,5207
754449512966619136,721,3681
754120377874386944,2314,7770
753655901052166144,2132,5753
753420520834629632,3482,7781
753398408988139520,1866,5663
753375668877008896,2285,7524
753298634498793472,5570,0
753294487569522689,1020,3310
753039830821511168,20453,36530
753026973505581056,942,3867
752932432744185856,6724,12428
752917284578922496,1545,6832
752701944171524096,2796,0
752682090207055872,1563,5916
752660715232722944,1527,4311
752568224206688256,2231,5401
752519690950500352,3380,7252
752334515931054080,1074,3760
752309394570878976,15883,0
752173152931807232,1798,5857
751950017322246144,894,3014
751937170840121344,1295,5103
751830394383790080,1904,5714
751793661361422336,2841,5721
751598357617971201,2985,7795
751583847268179968,1075,4316
751538714308972544,1233,4954
751456908746354688,981,3166
751251247299190784,5756,12308
751205363882532864,1776,6213
751132876104687617,1276,4979
750868782890057730,1334,4702
750719632563142656,4911,12940
750506206503038976,1123,4375
750429297815552001,4193,12946
750383411068534784,1126,4494
750381685133418496,27,683
750147208377409536,937,3048
750132105863102464,1264,3549
750117059602808832,1280,4258
750101899009982464,824,2988
750086836815486976,523,2130
750071704093859840,3245,7697
750056684286914561,880,3109
750041628174217216,600,3113
750026558547456000,769,2672
750011400160841729,886,3183
749996283729883136,801,3011
749981277374128128,2412,5030
749774190421639168,1298,4585
749417653287129088,1612,5995
749403093750648834,521,2569
749395845976588288,3355,8408
749317047558017024,2191,5396
749075273010798592,2035,5656
749064354620928000,1498,4718
749036806121881602,776,3038
748977405889503236,3321,10573
748932637671223296,2194,5696
748705597323898880,929,2730
748699167502000129,1549,4665
748692773788876800,1302,4174
748575535303884801,1934,5952
748568946752774144,658,2164
748346686624440324,1207,5132
748337862848962560,4008,7485
748324050481647620,740,3620
748307329658011649,697,3617
748220828303695873,7593,13876
747963614829678593,2090,5671
747933425676525569,2488,6489
747885874273214464,947,2882
747844099428986880,731,2765
747816857231626240,1130,4751
747651430853525504,151,1355
747648653817413632,5711,12637
747600769478692864,548,2286
747594051852075008,1034,3599
747512671126323200,1574,5411
747461612269887489,1022,3798
747439450712596480,1869,5312
747242308580548608,2841,0
747219827526344708,1527,5152
747204161125646336,892,3303
747103485104099331,3861,9370
746906459439529985,290,2850
746872823977771008,2084,5863
746818907684614144,1701,5221
746790600704425984,1560,4770
746757706116112384,3812,9379
746726898085036033,1750,5923
746542875601690625,1839,4937
746521445350707200,960,0
746507379341139972,1060,4567
746369468511756288,1593,6068
746131877086527488,2135,6769
746056683365994496,792,3501
745789745784041472,1039,3945
745712589599014916,2274,6857
745433870967832576,2479,6927
745422732645535745,2368,8403
745314880350101504,2686,7016
745074613265149952,3390,7664
745057283344719872,2186,7101
744995568523612160,596,2915
744971049620602880,2619,7714
744709971296780288,1522,5486
744334592493166593,2052,6642
744234799360020481,75727,152988
744223424764059648,353,1625
743980027717509120,1067,4090
743895849529389061,942,3581
743835915802583040,2015,0
743609206067040256,1348,4378
743595368194129920,6351,17928
743545585370791937,918,3453
743510151680958465,3639,7760
743253157753532416,1193,4138
743222593470234624,1858,6065
743210557239623680,1329,3760
742534281772302336,3480,6911
742528092657332225,1913,4315
742465774154047488,3818,7110
742423170473463808,3653,9604
742385895052087300,1914,6649
742161199639494656,1331,4219
742150209887731712,1507,4992
741793263812808706,1467,4435
741743634094141440,2672,7994
741438259667034112,795,3600
741303864243200000,3120,8590
741099773336379392,5361,9752
741067306818797568,3007,9313
740995100998766593,2652,6205
740711788199743490,912,3328
740699697422163968,757,2784
740676976021798912,6635,17755
740373189193256964,12960,34227
740365076218183684,421,2406
740359016048689152,841,3223
740214038584557568,1911,6535
739979191639244800,5751,19473
739932936087216128,1053,3963
739844404073074688,836,3712
739623569819336705,1323,3677
739606147276148736,1604,5261
739544079319588864,20626,38558
739485634323156992,2848,6986
739238157791694849,56354,113097
738891149612572673,6,105
738885046782832640,1111,3681
738883359779196928,768,3224
738537504001953792,1485,4962
738402415918125056,804,3178
738184450748633089,1178,4221
738166403467907072,3249,8548
738156290900254721,621,2442
737826014890496000,1717,5137
737800304142471168,3358,9746
737678689543020544,1277,4912
737445876994609152,4319,9993
737322739594330112,787,3518
737310737551491075,7201,14291
736736130620620800,1676,4134
736392552031657984,7148,17256
736365877722001409,1202,3872
736225175608430592,2704,7896
736010884653420544,2888,7687
735991953473572864,1112,3503
735648611367784448,1074,3943
735635087207878657,2275,6001
735274964362878976,4872,12698
735256018284875776,853,3246
735137028879360001,944,3053
734912297295085568,512,2681
734787690684657664,6109,12208
734776360183431168,519,2438
734559631394082816,384,1449
733828123016450049,756,3483
733822306246479872,992,3574
733482008106668032,917,3053
733460102733135873,1235,4071
733109485275860992,16346,48957
732732193018155009,518,2366
732726085725589504,864,3462
732585889486888962,758,3570
732375214819057664,2432,7872
