tweet_id,retweet_count,favorite_count
732005617171337216,5227,14489
731285275100512256,967,3409
731156023742988288,1227,3740
730924654643314689,1921,5988
730573383004487680,2070,4757
730427201120833536,1012,3396
730211855403241472,1030,3722
730196704625098752,1832,4710
729854734790754305,1088,3924
729838605770891264,368,1685
729823566028484608,1213,3871
729463711119904772,2245,5637
729113531270991872,309,1830
728986383096946689,794,3065
728760639972315136,1648,4544
728751179681943552,655,2689
728653952833728512,1005,3227
728409960103686147,1926,4767
728387165835677696,933,3606
728046963732717569,1168,4179
728035342121635841,1622,4441
728015554473250816,1074,4015
727685679342333952,617,2880
727644517743104000,1688,5717
727524757080539137,1181,4360
727314416056803329,719,3248
727286334147182592,792,2976
727175381690781696,1346,3811
727155742655025152,1283,3533
726935089318363137,2358,6689
726887082820554753,1472,3728
726828223124897792,976,3474
726224900189511680,1105,4302
725842289046749185,2582,6896
725786712245440512,1331,4068
725729321944506368,1721,5075
725458796924002305,594,1382
724983749226668032,1268,3642
724771698126512129,613,2282
724405726123311104,1604,5141
724049859469295616,1724,4222
724046343203856385,542,2591
724004602748780546,1491,4081
723912936180330496,1188,3785
723688335806480385,2838,7468
723673163800948736,860,2935
723179728551723008,1793,5154
722974582966214656,1520,3986
722613351520608256,1585,4847
721503162398597120,1768,4493
721001180231503872,593,2464
720785406564900865,741,3025
720775346191278080,639,2402
720415127506415616,1452,4023
720389942216527872,2423,6194
720340705894408192,946,2795
720059472081784833,1092,3758
720043174954147842,1938,4782
719991154352222208,1683,4704
719704490224398336,1379,4419
719551379208073216,1830,4922
719367763014393856,722,2723
719339463458033665,1192,4316
719332531645071360,918,3338
718971898235854848,1044,3389
718939241951195136,1698,5112
718631497683582976,7767,18355
718613305783398402,465,2372
718540630683709445,982,2379
718460005985447936,510,2625
718454725339934721,1469,4733
718246886998687744,481,1856
718234618122661888,957,3769
717841801130979328,586,2387
717790033953034240,1068,2798
717537687239008257,1784,5617
717428917016076293,432,1575
717421804990701568,814,3073
717047459982213120,1865,6119
717009362452090881,934,3151
716802964044845056,1136,4172
716791146589110272,1527,7973
716730379797970944,414,1199
716447146686459905,5672,12682
716439118184652801,203,2320
716285507865542656,1013,2694
716080869887381504,1844,6590
715928423106027520,852,3114
715758151270801409,1381,3617
715733265223708672,1636,4541
715704790270025728,554,2704
715696743237730304,1252,3813
715680795826982913,1559,4179
715360349751484417,1513,5321
715342466308784130,667,2967
715220193576927233,627,2361
715200624753819648,1815,5003
715009755312439296,1186,4037
714982300363173890,1005,3630
714962719905021952,4118,7157
714957620017307648,1366,4033
714631576617938945,962,3195
714606013974974464,898,3527
714485234495041536,1089,2598
714258258790387713,706,2956
714251586676113411,810,3182
714214115368108032,843,2214
714141408463036416,1353,4207
713919462244790272,767,3208
713909862279876608,522,1845
713900603437621249,710,2765
713761197720473600,1326,4729
713411074226274305,1261,4311
713177543487135744,2764,7029
713175907180089344,1434,4337
712809025985978368,6516,18527
712717840512598017,4802,11982
712668654853337088,1179,4066
712438159032893441,1515,5173
712309440758808576,25,231
712097430750289920,1002,3670
712092745624633345,859,2862
712085617388212225,472,3192
712065007010385924,603,2200
711998809858043904,123,0
711968124745228288,2231,7830
711743778164514816,962,2764
711732680602345472,3957,8592
711694788429553666,17770,31993
711652651650457602,887,3756
711363825979756544,1099,3540
711306686208872448,715,3215
711008018775851008,591,2919
710997087345876993,1343,4454
710844581445812225,661,2476
710833117892898816,516,2611
710658690886586372,545,2250
710609963652087808,2303,4673
710588934686908417,1805,4411
710296729921429505,717,2319
710283270106132480,507,2096
710272297844797440,1211,4411
710269109699739648,1083,2330
710153181850935296,866,2830
710140971284037632,853,2679
710117014656950272,1919,5313
709918798883774466,1057,3413
709901256215666688,99,644
709852847387627521,1165,3416
709566166965075968,1159,3455
709556954897764353,1038,3202
709519240576036864,230,1457
709449600415961088,554,2153
709409458133323776,658,2541
709225125749587968,558,2358
709207347839836162,5592,12156
709198395643068416,620,2380
709179584944730112,651,1954
709158332880297985,403,1983
709042156699303936,1577,4606
708853462201716736,642,1762
708845821941387268,870,2902
708834316713893888,487,1644
708810915978854401,6714,16030
708738143638450176,787,2688
708711088997666817,694,2464
708479650088034305,660,2479
708469915515297792,792,3025
708400866336894977,9761,15544
708356463048204288,1278,3487
708349470027751425,718,2298
708149363256774660,1509,4183
708130923141795840,827,3297
708119489313951744,955,2630
708109389455101952,538,1897
708026248782585858,1869,4284
707995814724026368,1095,3052
707983188426153984,2,49
707969809498152960,931,2628
707776935007539200,926,3195
707741517457260545,592,2425
707738799544082433,2395,3982
707693576495472641,959,3307
707629649552134146,840,2504
707610948723478529,6150,16527
707420581654872064,673,2203
707411934438625280,581,2241
707387676719185920,1245,3405
707377100785885184,1060,3193
707315916783140866,620,2410
707297311098011648,760,2705
707059547140169728,655,2533
707038192327901184,763,2131
707021089608753152,1312,3981
707014260413456384,582,2257
706904523814649856,7630,14197
706901761596989440,566,1996
706681918348251136,949,3221
706644897839910912,1055,2507
706593038911545345,612,2102
706538006853918722,1387,3383
706516534877929472,1004,3043
706346369204748288,900,3367
706310011488698368,7684,20747
706291001778950144,465,1667
706265994973601792,908,2669
706169069255446529,2141,3809
706166467411222528,1557,5027
706153300320784384,375,1448
705975130514706432,710,3025
705970349788291072,869,3107
705898680587526145,538,2307
705786532653883392,503,1884
705591895322394625,1116,3096
705475953783398401,885,2889
705442520700944385,1573,4309
705428427625635840,1627,3715
705239209544720384,733,2928
705223444686888960,779,2532
705102439679201280,504,2090
705066031337840642,602,2138
704871453724954624,1092,4176
704859558691414016,523,2195
704847917308362754,1478,4949
704819833553219584,951,2576
704761120771465216,2841,6485
704499785726889984,988,2841
704491224099647488,76,733
704480331685040129,1038,3304
704364645503647744,3455,7794
704347321748819968,339,1539
704134088924532736,444,1471
704113298707505153,557,1809
704054845121142784,891,2844
703774238772166656,441,1795
703769065844768768,1104,3193
703631701117943808,656,2512
703611486317502464,1487,3734
703425003149250560,1325,3713
703407252292673536,674,2373
703382836347330562,1112,3417
703356393781329922,374,1864
703268521220972544,529,1933
703079050210877440,2993,7202
703041949650034688,12095,25669
702932127499816960,700,2519
702899151802126337,441,1579
702684942141153280,1041,3149
702671118226825216,545,2146
702598099714314240,3347,11938
702539513671897089,930,2807
702332542343577600,1507,3103
702321140488925184,1016,3198
702276748847800320,751,2409
702217446468493312,1307,4665
701981390485725185,961,3358
701952816642965504,998,3753
701889187134500865,1348,3456
701805642395348998,1621,3325
701601587219795968,440,2045
701570477911896070,907,2746
701545186879471618,593,2600
701214700881756160,4940,11897
700890391244103680,551,2164
700864154249383937,604,2538
700847567345688576,487,2402
700796979434098688,914,2375
700747788515020802,9008,22273
700518061187723268,773,2541
700505138482569216,551,2240
700462010979500032,1731,4022
700167517596164096,710,2568
700151421916807169,652,2190
700143752053182464,2628,7347
700062718104104960,671,2581
700029284593901568,571,2026
700002074055016451,1301,3229
699801817392291840,922,2969
699788877217865730,498,2179
699779630832685056,1202,2674
699775878809702401,586,1914
699691744225525762,4469,10039
699446877801091073,2545,5818
699434518667751424,502,2124
699423671849451520,317,1328
699413908797464576,611,2033
699370870310113280,427,1851
699323444782047232,836,3077
699088579889332224,612,2201
699079609774645248,634,2389
699072405256409088,1154,2899
699060279947165696,1752,3649
699036661657767936,1172,2544
698989035503689728,948,3270
698953797952008193,889,2618
698907974262222848,606,2482
698710712454139905,662,2405
698703483621523456,366,1417
698635131305795584,334,1262
698549713696649216,609,2265
698355670425473025,434,1805
698342080612007937,936,2221
698262614669991936,1942,4656
698195409219559425,5802,16380
698178924120031232,721,2749
697995514407682048,327,1488
697990423684476929,1261,3210
697943111201378304,657,2335
697881462549430272,1131,2947
697630435728322560,528,1708
697616773278015490,986,3078
697596423848730625,1227,2946
697575480820686848,486,2000
697516214579523584,1081,2004
697482927769255936,650,2360
697463031882764288,1368,3341
697270446429966336,1829,4594
697259378236399616,976,3222
697255105972801536,1122,2988
697242256848379904,648,2461
696900204696625153,997,3091
696894894812565505,667,2285
696886256886657024,1748,4733
696877980375769088,691,2388
696754882863349760,353,1445
696744641916489729,904,2020
696713835009417216,628,2320
696518437233913856,1667,3813
696490539101908992,138,1189
696488710901260288,991,2452
696405997980676096,1124,3123
696100768806522880,632,1881
695816827381944320,1131,2945
695794761660297217,748,3088
695767669421768709,719,1810
695629776980148225,2035,4459
695446424020918272,1766,4297
695409464418041856,3482,8475
695314793360662529,1410,3540
695095422348574720,595,2576
695074328191332352,1064,2773
695064344191721472,575,1564
695051054296211456,770,2597
694925794720792577,891,2630
694905863685980160,911,2680
694669722378485760,13951,34970
694356675654983680,280,1470
694352839993344000,596,1983
694342028726001664,476,1547
694329668942569472,488,1952
694206574471057408,1984,4069
694183373896572928,900,2883
694001791655137281,996,3324
693993230313091072,392,1836
693942351086120961,357,1703
693647888581312512,568,2619
693644216740769793,121,1318
693642232151285760,402,2481
693629975228977152,773,2392
693622659251335168,362,1503
693590843962331137,1900,4924
693582294167244802,238,1607
693486665285931008,615,1730
693280720173801472,1205,3273
693267061318012928,791,2329
693262851218264065,484,2153
693231807727280129,721,2809
693155686491000832,3124,7702
693109034023534592,594,1670
693095443459342336,444,1809
692919143163629568,733,2619
692905862751522816,846,2371
692901601640583168,587,1718
692894228850999298,774,2208
692828166163931137,862,2802
692752401762250755,3537,6647
692568918515392513,1489,4255
692535307825213440,1323,3083
692530551048294401,402,1793
692423280028966913,220,1445
692417313023332352,3358,9146
692187005137076224,790,2474
692158366030913536,768,2099
692142790915014657,384,1606
692041934689402880,1232,3313
692017291282812928,927,2826
691820333922455552,1603,3869
691793053716221953,4108,7954
691756958957883396,966,2780
691675652215414786,494,1909
691483041324204033,548,2330
691459709405118465,1108,3952
691444869282295808,825,2578
691416866452082688,7428,18863
691321916024623104,639,2515
691096613310316544,858,2892
691090071332753408,325,1684
690989312272396288,2788,5760
690959652130045952,1213,3492
690938899477221376,1891,3993
690932576555528194,986,3205
690735892932222976,1226,3694
690728923253055490,503,2125
690690673629138944,799,2273
690649993829576704,266,1269
690607260360429569,17,290
690597161306841088,584,1907
690400367696297985,435,1844
690374419777196032,820,3177
690360449368465409,858,2605
690348396616552449,498,1471
690248561355657216,404,1639
690021994562220032,997,2730
690015576308211712,714,2429
690005060500217858,1634,3579
689999384604450816,358,1379
689993469801164801,436,1423
689977555533848577,435,1339
689905486972461056,683,2386
689877686181715968,1127,2969
689835978131935233,727,2116
689661964914655233,905,3155
689659372465688576,3740,10128
689623661272240129,623,2176
689599056876867584,5349,11378
689557536375177216,444,2001
689517482558820352,1391,3319
689289219123089408,909,2199
689283819090870273,1063,3180
689280876073582592,687,1939
689275259254616065,238,1117
689255633275777024,1054,2499
689154315265683456,968,3013
689143371370250240,491,1969
688916208532455424,838,2651
688908934925697024,741,2062
688898160958271489,759,2044
688894073864884227,665,2185
688828561667567616,358,1348
688804835492233216,188,945
688789766343622656,644,2168
688547210804498433,679,2542
688519176466644993,711,2264
688385280030670848,4348,9065
688211956440801280,805,2187
688179443353796608,569,2083
688116655151435777,751,2762
688064179421470721,352,1692
687841446767013888,2429,5343
687826841265172480,1094,2687
687818504314159109,927,2421
687807801670897665,695,2339
687732144991551489,642,1713
687704180304273409,820,2379
687664829264453632,496,1889
687494652870668288,562,1855
687480748861947905,232,1566
687476254459715584,518,1937
687460506001633280,532,2010
687399393394311168,601,1852
687317306314240000,8911,19672
687312378585812992,1842,4257
687127927494963200,2211,5298
687124485711986689,492,2130
687109925361856513,2386,5658
687102708889812993,946,2293
687096057537363968,589,2187
686947101016735744,3098,8435
686760001961103360,1347,3437
686749460672679938,1413,3399
686730991906516992,1164,4038
686683045143953408,781,2760
686618349602762752,1324,3614
686606069955735556,526,1843
686394059078897668,670,1699
686386521809772549,858,3177
686377065986265092,552,2154
686358356425093120,648,2133
686286779679375361,1623,3917
686050296934563840,707,2166
686035780142297088,112,1118
686034024800862208,1111,3000
686007916130873345,399,2422
686003207160610816,606,1787
685973236358713344,507,2040
685943807276412928,578,1590
685906723014619143,2780,7319
685681090388975616,119,1981
685667379192414208,548,2302
685663452032069632,1415,3157
685641971164143616,754,2861
685547936038666240,15126,32100
685532292383666176,1126,2953
685325112850124800,3849,9215
685321586178670592,614,2586
685315239903100929,1010,3212
685307451701334016,426,2026
685268753634967552,1167,3020
685198997565345792,652,2283
685169283572338688,1392,4013
684969860808454144,357,2335
684959798585110529,3034,6654
684940049151070208,1013,3130
684926975086034944,451,3406
684914660081053696,1412,3417
684902183876321280,511,1820
684880619965411328,786,2034
684830982659280897,21059,34182
684800227459624960,979,2671
684594889858887680,3408,8690
684588130326986752,1372,4012
684567543613382656,1176,2936
684538444857667585,922,2590
684481074559381504,1138,3786
684460069371654144,542,1925
684241637099323392,3171,7915
684225744407494656,201,1203
684222868335505415,1324,3734
684200372118904832,1011,2106
684195085588783105,494,1858
684188786104872960,1131,3414
684177701129875456,644,1972
684147889187209216,1479,2923
684122891630342144,459,1963
684097758874210310,1397,4008
683857920510050305,1087,3715
683852578183077888,336,1889
683849932751646720,925,2551
683834909291606017,1084,2555
683828599284170753,1037,2726
683773439333797890,1302,3260
683742671509258241,3208,6306
683515932363329536,2796,7146
683498322573824003,939,3093
683481228088049664,971,2602
683462770029932544,653,2365
683449695444799489,1566,3779
683391852557561860,2333,7449
683357973142474752,891,2828
683142553609318400,1009,2802
683111407806746624,884,3321
683098815881154561,638,2118
683078886620553216,547,1946
683030066213818368,724,2115
682962037429899265,15973,35818
682808988178739200,162,1731
682788441537560576,1079,2413
682750546109968385,425,1488
682697186228989953,354,1286
682662431982772225,1042,2986
682638830361513985,578,2020
682429480204398592,1118,3343
682406705142087680,1704,7365
682393905736888321,647,2176
682389078323662849,450,1619
682303737705140231,946,2973
682259524040966145,1157,4027
682242692827447297,1118,3146
682088079302213632,9537,17759
682059653698686977,1619,4815
682047327939461121,914,3109
682032003584274432,1936,6425
682003177596559360,1469,3036
681981167097122816,1004,2740
681891461017812993,790,2409
681694085539872773,3940,12488
681679526984871937,428,1717
681654059175129088,893,2566
681610798867845120,449,1847
681579835668455424,1258,3449
681523177663676416,5570,13900
681340665377193984,270,1604
681339448655802368,3960,9055
681320187870711809,717,2569
681302363064414209,1759,3827
681297372102656000,919,3127
681281657291280384,1068,3149
681261549936340994,263,1422
681242418453299201,512,1445
681231109724700672,467,2346
681193455364796417,1429,3602
680970795137544192,636,2352
680959110691590145,1941,4461
680940246314430465,1011,3105
680934982542561280,420,2037
680913438424612864,600,2346
680889648562991104,354,1711
680836378243002368,1277,3365
680805554198020098,646,2092
680801747103793152,796,2320
680798457301471234,1000,2766
680609293079592961,672,2557
680583894916304897,1282,3523
680497766108381184,1847,4125
680494726643068929,470,1675
680473011644985345,726,2480
680440374763077632,486,1415
680221482581123072,285,1428
680206703334408192,1124,2752
680191257256136705,482,2088
680176173301628928,1494,3794
680161097740095489,713,2262
680145970311643136,1689,3507
680130881361686529,908,2229
680115823365742593,873,2652
680100725817409536,1324,3484
680085611152338944,8696,12453
680070545539371008,829,2513
679877062409191424,630,1934
679872969355714560,645,2134
679862121895714818,597,2385
679854723806179328,1184,2769
679844490799091713,734,2300
679828447187857408,13539,35215
679777920601223168,1062,3026
679736210798047232,764,2037
679729593985699840,798,2100
679722016581222400,453,1618
679530280114372609,2015,4637
679527802031484928,698,2560
679511351870550016,1222,3263
679503373272485890,1417,3084
679475951516934144,618,2037
679462823135686656,18111,30589
679405845277462528,1161,2300
679158373988876288,7749,20637
679148763231985668,992,2702
679132435750195208,1113,2893
679111216690831360,2489,5799
679062614270468097,7756,16412
679047485189439488,639,2177
679001094530465792,1177,2752
678991772295516161,1109,2216
678969228704284672,438,1586
678800283649069056,862,2490
678798276842360832,1112,3354
678774928607469569,870,2723
678767140346941444,1309,3413
678764513869611008,452,1585
678755239630127104,3146,6858
678740035362037760,1594,3625
678708137298427904,2330,5410
678675843183484930,1398,2772
678643457146150913,385,1979
678446151570427904,1474,3871
678424312106393600,2436,5295
678410210315247616,1730,4064
678399652199309312,30616,77538
678396796259975168,399,1545
678389028614488064,405,1806
678380236862578688,870,2349
678341075375947776,512,1676
678334497360859136,237,1260
678278586130948096,5847,11050
678255464182861824,350,1532
678023323247357953,365,1847
678021115718029313,6071,13151
677961670166224897,1616,3298
677918531514703872,390,1291
677895101218201600,1984,4643
677716515794329600,941,2943
677700003327029250,1390,3270
677698403548192770,308,1189
677687604918272002,808,2412
677673981332312066,1440,3213
677662372920729601,908,1880
677644091929329666,772,1792
677573743309385728,673,2058
677565715327688705,441,1257
677557565589463040,1107,2371
677547928504967168,3517,6690
677530072887205888,220,1031
677335745548390400,1686,2934
677334615166730240,273,1298
677331501395156992,226,1047
677328882937298944,1440,3514
677314812125323265,514,1586
677301033169788928,387,1186
677269281705472000,677,1904
677228873407442944,1568,3427
677187300187611136,876,2628
676975532580409345,1022,2663
676957860086095872,777,2157
676949632774234114,377,1255
676948236477857792,826,2075
676946864479084545,351,1669
676942428000112642,716,1996
676936541936185344,4742,12250
676916996760600576,1731,2858
676897532954456065,697,2162
676864501615042560,672,2010
676821958043033607,14841,22016
676819651066732545,634,1747
676811746707918848,408,1370
676776431406465024,1937,4799
676617503762681856,913,2763
676613908052996102,192,1035
676606785097199616,414,1824
676603393314578432,366,1115
676593408224403456,2053,4372
676590572941893632,116,882
676588346097852417,746,2215
676582956622721024,262,1146
676575501977128964,1064,2469
676533798876651520,524,1803
676496375194980353,509,1466
676470639084101634,4460,11153
676440007570247681,629,1652
676430933382295552,323,1341
676263575653122048,514,1997
676237365392908289,270,1155
676219687039057920,29596,73425
676215927814406144,549,1662
676191832485810177,987,2181
676146341966438401,633,1841
676121918416756736,1113,2074
676101918813499392,1116,2714
676098748976615425,1346,2869
676089483918516224,417,1253
675898130735476737,541,1536
675891555769696257,814,2030
675888385639251968,908,2275
675878199931371520,1333,3991
675870721063669760,535,1552
675853064436391936,1222,2573
675849018447167488,137,902
675845657354215424,833,2161
675822767435051008,511,1451
675820929667219457,225,998
675798442703122432,3266,9799
675781562965868544,446,1549
675740360753160193,327,1115
675710890956750848,772,1800
675707330206547968,646,1884
675706639471788032,90,616
675534494439489536,389,1758
675531475945709568,362,1124
675522403582218240,273,989
675517828909424640,442,1232
675501075957489664,5548,16370
675497103322386432,1222,2997
675489971617296384,564,1235
675483430902214656,925,1762
675432746517426176,543,1448
675372240448454658,492,1607
675362609739206656,218,1006
675354435921575936,15883,31005
675349384339542016,2157,3740
675334060156301312,1218,2633
675166823650848770,1498,3387
675153376133427200,2432,5939
675149409102012420,1602,3554
675147105808306176,219,898
675146535592706048,277,1118
675145476954566656,842,2033
675135153782571009,449,1240
675113801096802304,742,1849
675111688094527488,238,912
675109292475830276,1065,2663
675047298674663426,304,1009
675015141583413248,1117,2565
675006312288268288,209,929
675003128568291329,436,1488
674999807681908736,1046,2129
674805413498527744,338,818
674800520222154752,806,2863
674793399141146624,1031,2382
674790488185167872,236,1045
674788554665512960,197,772
674781762103414784,1128,1910
674774481756377088,447,1052
674767892831932416,733,1724
674764817387900928,224,752
674754018082705410,413,1297
674752233200820224,436,1386
674743008475090944,517,1319
674742531037511680,49,459
674739953134403584,366,1043
674737130913071104,82,613
674690135443775488,447,1089
674670581682434048,610,1533
674664755118911488,232,867
674646392044941312,459,1362
674644256330530816,258,985
674638615994089473,554,1601
674632714662858753,543,1430
674606911342424069,93,889
674468880899788800,1908,5922
674447403907457024,340,1010
674436901579923456,367,1056
674422304705744896,508,1356
674416750885273600,130,656
674410619106390016,435,1141
674394782723014656,539,1441
674372068062928900,300,809
674330906434379776,71,537
674318007229923329,486,1337
674307341513269249,6536,10769
674291837063053312,5505,13922
674271431610523648,687,1479
674269164442398721,216,868
674265582246694913,791,1548
674262580978937856,426,1246
674255168825880576,512,1390
674082852460433408,157,724
674075285688614912,267,940
674063288070742018,2053,6041
674053186244734976,1212,3124
674051556661161984,462,1377
674045139690631169,601,1330
674042553264685056,119,685
674038233588723717,397,1049
674036086168010753,193,812
674024893172875264,1147,1680
674019345211760640,286,1069
674014384960745472,602,1478
674008982932058114,335,1134
673956914389192708,900,1853
673919437611909120,350,1111
673906403526995968,1540,3008
673887867907739649,240,889
673716320723169284,705,2921
673715861853720576,1933,3344
673711475735838725,282,986
673709992831262724,252,792
673708611235921920,268,1018
673707060090052608,368,1042
673705679337693185,386,1195
673700254269775872,532,1354
673697980713705472,1838,3745
673689733134946305,608,1647
673688752737402881,464,1193
673686845050527744,406,1356
673680198160809984,435,1298
673662677122719744,345,1190
673656262056419329,221,685
673636718965334016,338,1044
673612854080196609,674,1512
673583129559498752,337,1133
673580926094458881,257,785
673576835670777856,528,1306
673363615379013632,285,973
673359818736984064,629,1366
673355879178194945,535,1420
673352124999274496,508,1576
673350198937153538,195,715
673345638550134785,1181,2366
673343217010679808,252,917
673342308415348736,538,1206
673320132811366400,7350,12711
673317986296586240,237,833
673295268553605120,2954,7095
673270968295534593,342,1016
673240798075449344,666,1354
673213039743795200,787,2108
673148804208660480,587,1602
672997845381865473,668,1863
672995267319328768,270,895
672988786805112832,269,924
672984142909456390,513,1195
672980819271634944,948,1719
672975131468300288,844,1580
672970152493887488,335,896
672968025906282496,502,1258
672964561327235073,607,1348
672902681409806336,462,1288
672898206762672129,396,854
672884426393653248,789,1453
672877615439593473,328,976
672834301050937345,535,1242
672828477930868736,458,1184
672640509974827008,296,924
672622327801233409,452,1220
672614745925664768,544,1156
672609152938721280,363,1046
672604026190569472,375,1044
672594978741354496,574,1256
672591762242805761,312,901
672591271085670400,176,678
672538107540070400,341,967
672523490734551040,157,592
672488522314567680,404,1049
672482722825261057,558,1063
672481316919734272,122,683
672475084225949696,654,1367
672466075045466113,494,1284
672272411274932228,3134,6065
672267570918129665,574,1405
672264251789176834,311,1069
672256522047614977,1432,2666
672254177670729728,696,1356
672248013293752320,563,1633
672245253877968896,144,645
672239279297454080,303,849
672231046314901505,943,1718
672222792075620352,198,747
672205392827572224,1075,2128
672169685991993344,344,966
672160042234327040,335,831
672139350159835138,649,1645
672125275208069120,1072,2256
672095186491711488,342,937
672082170312290304,344,894
672068090318987265,474,1217
671896809300709376,3901,8027
671891728106971137,533,1238
671882082306625538,1294,3272
671879137494245376,619,1336
671874878652489728,516,1183
671866342182637568,457,1058
671855973984772097,407,847
671789708968640512,3224,6665
671768281401958400,461,1127
671763349865160704,842,1578
671744970634719232,713,1278
671743150407421952,223,712
671735591348891648,701,1361
671729906628341761,4053,8008
671561002136281088,6753,12039
671550332464455680,196,855
671547767500775424,548,1271
671544874165002241,978,1849
671542985629241344,529,1028
671538301157904385,359,874
671536543010570240,376,1105
671533943490011136,541,963
671528761649688577,239,793
671520732782923777,494,1313
671518598289059840,274,889
671511350426865664,656,1495
671504605491109889,3322,6590
671497587707535361,420,869
671488513339211776,448,942
671486386088865792,183,544
671485057807351808,220,715
671390180817915904,694,1356
671362598324076544,277,1044
671357843010908160,146,376
671355857343524864,112,456
671347597085433856,394,897
671186162933985280,193,691
671182547775299584,313,1050
671166507850801152,321,822
671163268581498880,1022,1548
671159727754231808,74,341
671154572044468225,205,664
671151324042559489,140,627
671147085991960577,201,622
671141549288370177,609,1085
671138694582165504,374,868
671134062904504320,176,699
671122204919246848,2335,3278
671115716440031232,723,1289
671109016219725825,406,1074
670995969505435648,269,1037
670842764863651840,8097,23255
670840546554966016,180,548
670838202509447168,644,1045
670833812859932673,113,408
670832455012716544,199,687
670826280409919488,3782,5191
670823764196741120,173,729
670822709593571328,89,573
670815497391357952,1434,2983
670811965569282048,251,1063
670807719151067136,456,1097
670804601705242624,892,1834
670803562457407488,83,320
670797304698376195,218,693
670792680469889025,257,779
670789397210615808,223,621
670786190031921152,187,562
670783437142401025,355,780
670782429121134593,717,1449
670780561024270336,268,748
670778058496974848,69,315
670764103623966721,391,1021
670755717859713024,98,414
670733412878163972,475,904
670727704916926465,331,786
670717338665226240,446,1118
670704688707301377,345,730
670691627984359425,224,555
670679630144274432,261,707
670676092097810432,38,231
670668383499735048,4650,10059
670474236058800128,687,1420
670468609693655041,82,338
670465786746662913,507,915
670452855871037440,189,517
670449342516494336,603,1140
670444955656130560,1853,6339
670442337873600512,186,608
670435821946826752,479,997
670434127938719744,599,1334
670433248821026816,103,312
670428280563085312,575,1309
670427002554466305,148,492
670421925039075328,593,1229
670420569653809152,292,583
670417414769758208,302,538
670411370698022913,827,1898
670408998013820928,204,523
670403879788544000,142,405
670385711116361728,191,533
670374371102445568,250,703
670361874861563904,60,310
670338931251150849,101,403
670319130621435904,1135,3670
670303360680108032,123,409
670290420111441920,266,655
670093938074779648,307,965
670086499208155136,232,655
670079681849372674,1140,2084
670073503555706880,733,1470
670069087419133954,222,586
670061506722140161,310,712
670055038660800512,302,627
670046952931721218,160,612
670040295598354432,104,709
670037189829525505,256,559
670003130994700288,84,315
669993076832759809,76,305
669972011175813120,143,415
669970042633789440,51,285
669942763794931712,148,473
669926384437997569,89,357
669923323644657664,53,222
669753178989142016,370,755
669749430875258880,61,244
669684865554620416,82,478
669683899023405056,102,358
669682095984410625,125,332
669680153564442624,266,628
669661792646373376,399,764
669625907762618368,1684,3311
669603084620980224,337,897
669597912108789760,140,483
669583744538451968,861,1397
669573570759163904,129,410
669571471778410496,943,1491
669567591774625800,48,220
669564461267722241,112,369
669393256313184256,69,336
669375718304980992,676,1247
669371483794317312,165,462
669367896104181761,140,432
669363888236994561,213,585
669359674819481600,113,347
669354382627049472,1186,2534
669353438988365824,241,590
669351434509529089,169,405
669328503091937280,387,954
669327207240699904,113,539
669324657376567296,195,465
669216679721873412,377,1119
669214165781868544,149,411
669203728096960512,435,946
669037058363662336,288,614
669015743032369152,346,696
669006782128353280,227,545
669000397445533696,5922,19670
668994913074286592,209,415
668992363537309700,316,701
668989615043424256,308,630
668988183816871936,428,847
668986018524233728,151,517
668981893510119424,279,506
668979806671884288,326,750
668975677807423489,540,1230
668967877119254528,21,135
668960084974809088,227,660
668955713004314625,65,259
668932921458302977,53,244
668902994700836864,92,299
668892474547511297,137,376
668872652652679168,280,496
668852170888998912,149,423
668826086256599040,124,406
668815180734689280,242,520
668779399630725120,343,672
668655139528511488,203,491
668645506898350081,488,815
668643542311546881,482,813
668641109086707712,501,1000
668636665813057536,458,972
668633411083464705,1479,2626
668631377374486528,296,664
668627278264475648,102,296
668625577880875008,120,360
668623201287675904,696,1332
668620235289837568,36,185
668614819948453888,298,579
668587383441514497,993,1571
668567822092664832,49,224
668544745690562560,212,481
668542336805281792,196,426
668537837512433665,67,239
668528771708952576,204,438
668507509523615744,96,305
668496999348633600,121,381
668484198282485761,218,397
668480044826800133,134,429
668466899341221888,473,836
668297328638447616,274,591
668291999406125056,29,229
668286279830867968,126,473
668274247790391296,219,770
668268907921326080,214,518
668256321989451776,552,1213
668248472370458624,440,897
668237644992782336,2628,5814
668226093875376128,94,275
668221241640230912,182,486
668204964695683073,182,526
668190681446379520,187,609
668171859951755264,174,455
668154635664932864,289,467
668142349051129856,260,544
668113020489474048,218,628
667937095915278337,738,1169
667924896115245057,100,276
667915453470232577,51,198
667911425562669056,274,463
667902449697558528,353,805
667886921285246976,996,1753
667885044254572545,432,771
667878741721415682,109,373
667873844930215936,377,587
667866724293877760,960,2852
667861340749471744,74,231
667832474953625600,56,276
667806454573760512,452,990
667801013445750784,87,307
667793409583771648,308,656
667782464991965184,230,391
667773195014021121,48,218
667766675769573376,201,411
667728196545200128,143,357
667724302356258817,296,448
667550904950915073,31,0
667550882905632768,27,0
667549055577362432,2089,5401
667546741521195010,115,318
667544320556335104,490,807
667538891197542400,60,193
667534815156183040,489,767
667530908589760512,219,437
667524857454854144,1042,1594
667517642048163840,179,345
667509364010450944,1975,6371
667502640335572993,206,509
667495797102141441,246,492
667491009379606528,208,486
